run,model,episode,reward,flag
1,2,69,1039.0,False
1,2,70,1317.0,False
1,2,71,1324.0,False
1,2,72,1038.0,False
1,2,73,1320.0,False
1,2,74,1038.0,False
1,2,75,1310.0,False
1,2,76,1324.0,False
1,2,77,1317.0,False
1,2,78,231.0,False
1,2,79,1317.0,False
1,2,80,1310.0,False
1,2,81,1327.0,False
1,2,82,1037.0,False
1,2,83,1312.0,False
1,2,84,1327.0,False
1,2,85,1045.0,False
1,2,86,1038.0,False
1,2,87,1032.0,False
1,2,88,1312.0,False
1,2,89,1039.0,False
1,2,90,1311.0,False
1,2,91,1324.0,False
1,2,92,1324.0,False
1,2,93,231.0,False
1,2,94,1324.0,False
1,2,95,1309.0,False
1,2,96,1324.0,False
1,2,97,1325.0,False
1,2,98,1327.0,False
1,2,99,1328.0,False
1,2,100,1324.0,False
1,3,1,231.0,False
1,3,2,1038.0,False
1,3,3,1039.0,False
1,3,4,1037.0,False
1,3,5,1036.0,False
1,3,6,996.0,False
1,3,7,231.0,False
1,3,8,231.0,False
1,3,9,629.0,False
1,3,10,995.0,False
1,3,11,1039.0,False
1,3,12,1039.0,False
1,3,13,1034.0,False
1,3,14,1039.0,False
1,3,15,231.0,False
1,3,16,633.0,False
1,3,17,1039.0,False
1,3,18,1005.0,False
1,3,19,1038.0,False
1,3,20,748.0,False
1,3,21,1313.0,False
1,3,22,1021.0,False
1,3,23,1039.0,False
1,3,24,1037.0,False
1,3,25,632.0,False
1,3,26,632.0,False
1,3,27,1038.0,False
1,3,28,1037.0,False
1,3,29,1039.0,False
1,3,30,233.0,False
1,3,31,1039.0,False
1,3,32,1026.0,False
1,3,33,1038.0,False
1,3,34,614.0,False
1,3,35,1038.0,False
1,3,36,1039.0,False
1,3,37,1039.0,False
1,3,38,1328.0,False
1,3,39,629.0,False
1,3,40,1039.0,False
1,3,41,231.0,False
1,3,42,1039.0,False
1,3,43,1039.0,False
1,3,44,1039.0,False
1,3,45,1041.0,False
1,3,46,617.0,False
1,3,47,1039.0,False
1,3,48,628.0,False
1,3,49,1039.0,False
1,3,50,1039.0,False
1,3,51,995.0,False
1,3,52,632.0,False
1,3,53,989.0,False
1,3,54,933.0,False
1,3,55,629.0,False
1,3,56,629.0,False
1,3,57,1036.0,False
1,3,58,1039.0,False
1,3,59,632.0,False
1,3,60,1039.0,False
1,3,61,774.0,False
1,3,62,625.0,False
1,3,63,1034.0,False
1,3,64,1037.0,False
1,3,65,1049.0,False
1,3,66,1040.0,False
1,3,67,1038.0,False
1,3,68,1005.0,False
1,3,69,1039.0,False
1,3,70,1038.0,False
1,3,71,1039.0,False
1,3,72,632.0,False
1,3,73,1026.0,False
1,3,74,1039.0,False
1,3,75,1032.0,False
1,3,76,1039.0,False
1,3,77,1038.0,False
1,3,78,1036.0,False
1,3,79,1039.0,False
1,3,80,1039.0,False
1,3,81,1039.0,False
1,3,82,633.0,False
1,3,83,629.0,False
1,3,84,1039.0,False
1,3,85,1037.0,False
1,3,86,634.0,False
1,3,87,630.0,False
1,3,88,1039.0,False
1,3,89,1039.0,False
1,3,90,998.0,False
1,3,91,1037.0,False
1,3,92,1039.0,False
1,3,93,1322.0,False
1,3,94,1039.0,False
1,3,95,633.0,False
1,3,96,1039.0,False
1,3,97,608.0,False
1,3,98,1038.0,False
1,3,99,1039.0,False
1,3,100,1039.0,False
1,4,1,745.0,False
1,4,2,1174.0,False
1,4,3,636.0,False
1,4,4,634.0,False
1,4,5,633.0,False
1,4,6,631.0,False
1,4,7,627.0,False
1,4,8,1316.0,False
1,4,9,1038.0,False
1,4,10,632.0,False
1,4,11,1035.0,False
1,4,12,1324.0,False
1,4,13,1016.0,False
1,4,14,626.0,False
1,4,15,1043.0,False
1,4,16,632.0,False
1,4,17,745.0,False
1,4,18,626.0,False
1,4,19,796.0,False
1,4,20,631.0,False
1,4,21,631.0,False
1,4,22,231.0,False
1,4,23,632.0,False
1,4,24,708.0,False
1,4,25,628.0,False
1,4,26,1013.0,False
1,4,27,1315.0,False
1,4,28,806.0,False
1,4,29,730.0,False
1,4,30,1026.0,False
1,4,31,1249.0,False
1,4,32,231.0,False
1,4,33,737.0,False
1,4,34,627.0,False
1,4,35,1307.0,False
1,4,36,626.0,False
1,4,37,632.0,False
1,4,38,633.0,False
1,4,39,443.0,False
1,4,40,1332.0,False
1,4,41,721.0,False
1,4,42,628.0,False
1,4,43,231.0,False
1,4,44,726.0,False
1,4,45,1016.0,False
1,4,46,1771.0,False
1,4,47,1039.0,False
1,4,48,1035.0,False
1,4,49,1298.0,False
1,4,50,632.0,False
1,4,51,626.0,False
1,4,52,629.0,False
1,4,53,727.0,False
1,4,54,1026.0,False
1,4,55,632.0,False
1,4,56,1038.0,False
1,4,57,231.0,False
1,4,58,632.0,False
1,4,59,630.0,False
1,4,60,1028.0,False
1,4,61,632.0,False
1,4,62,632.0,False
1,4,63,721.0,False
1,4,64,704.0,False
1,4,65,751.0,False
1,4,66,626.0,False
1,4,67,632.0,False
1,4,68,1032.0,False
1,4,69,231.0,False
1,4,70,721.0,False
1,4,71,723.0,False
1,4,72,733.0,False
1,4,73,632.0,False
1,4,74,1034.0,False
1,4,75,628.0,False
1,4,76,231.0,False
1,4,77,1323.0,False
1,4,78,231.0,False
1,4,79,1313.0,False
1,4,80,955.0,False
1,4,81,636.0,False
1,4,82,1316.0,False
1,4,83,942.0,False
1,4,84,632.0,False
1,4,85,773.0,False
1,4,86,1033.0,False
1,4,87,1316.0,False
1,4,88,1027.0,False
1,4,89,632.0,False
1,4,90,627.0,False
1,4,91,1032.0,False
1,4,92,703.0,False
1,4,93,1266.0,False
1,4,94,231.0,False
1,4,95,231.0,False
1,4,96,632.0,False
1,4,97,231.0,False
1,4,98,232.0,False
1,4,99,626.0,False
1,4,100,633.0,False
1,5,1,626.0,False
1,5,2,626.0,False
1,5,3,627.0,False
1,5,4,626.0,False
1,5,5,1307.0,False
1,5,6,741.0,False
1,5,7,626.0,False
1,5,8,626.0,False
1,5,9,1038.0,False
1,5,10,629.0,False
1,5,11,626.0,False
1,5,12,1039.0,False
1,5,13,626.0,False
1,5,14,971.0,False
1,5,15,629.0,False
1,5,16,626.0,False
1,5,17,1040.0,False
1,5,18,626.0,False
1,5,19,627.0,False
1,5,20,626.0,False
1,5,21,1034.0,False
1,5,22,629.0,False
1,5,23,1324.0,False
1,5,24,1034.0,False
1,5,25,626.0,False
1,5,26,626.0,False
1,5,27,629.0,False
1,5,28,1034.0,False
1,5,29,1038.0,False
1,5,30,626.0,False
1,5,31,1038.0,False
1,5,32,1321.0,False
1,5,33,626.0,False
1,5,34,1002.0,False
1,5,35,1033.0,False
1,5,36,1038.0,False
1,5,37,1317.0,False
1,5,38,628.0,False
1,5,39,626.0,False
1,5,40,974.0,False
1,5,41,626.0,False
1,5,42,626.0,False
1,5,43,1039.0,False
1,5,44,626.0,False
1,5,45,633.0,False
1,5,46,1034.0,False
1,5,47,626.0,False
1,5,48,1321.0,False
1,5,49,626.0,False
1,5,50,628.0,False
1,5,51,989.0,False
1,5,52,628.0,False
1,5,53,1034.0,False
1,5,54,626.0,False
1,5,55,626.0,False
1,5,56,626.0,False
1,5,57,626.0,False
1,5,58,626.0,False
1,5,59,1032.0,False
1,5,60,626.0,False
1,5,61,626.0,False
1,5,62,626.0,False
1,5,63,621.0,False
1,5,64,1037.0,False
1,5,65,626.0,False
1,5,66,1326.0,False
1,5,67,626.0,False
1,5,68,713.0,False
1,5,69,626.0,False
1,5,70,1004.0,False
1,5,71,626.0,False
1,5,72,1037.0,False
1,5,73,1036.0,False
1,5,74,1315.0,False
1,5,75,626.0,False
1,5,76,629.0,False
1,5,77,626.0,False
1,5,78,1038.0,False
1,5,79,626.0,False
1,5,80,636.0,False
1,5,81,626.0,False
1,5,82,626.0,False
1,5,83,1327.0,False
1,5,84,629.0,False
1,5,85,1301.0,False
1,5,86,625.0,False
1,5,87,1032.0,False
1,5,88,1318.0,False
1,5,89,629.0,False
1,5,90,626.0,False
1,5,91,1033.0,False
1,5,92,626.0,False
1,5,93,1039.0,False
1,5,94,1318.0,False
1,5,95,626.0,False
1,5,96,1023.0,False
1,5,97,626.0,False
1,5,98,1895.0,False
1,5,99,1024.0,False
1,5,100,1045.0,False
1,6,1,626.0,False
1,6,2,1051.0,False
1,6,3,1051.0,False
1,6,4,959.0,False
1,6,5,443.0,False
1,6,6,1051.0,False
1,6,7,1051.0,False
1,6,8,1045.0,False
1,6,9,1038.0,False
1,6,10,1039.0,False
1,6,11,806.0,False
1,6,12,1033.0,False
1,6,13,836.0,False
1,6,14,1039.0,False
1,6,15,1051.0,False
1,6,16,1051.0,False
1,6,17,1051.0,False
1,6,18,1051.0,False
1,6,19,1035.0,False
1,6,20,1051.0,False
1,6,21,959.0,False
1,6,22,1038.0,False
1,6,23,744.0,False
1,6,24,1051.0,False
1,6,25,632.0,False
1,6,26,231.0,False
1,6,27,1051.0,False
1,6,28,1039.0,False
1,6,29,1321.0,False
1,6,30,1032.0,False
1,6,31,231.0,False
1,6,32,1051.0,False
1,6,33,1321.0,False
1,6,34,1051.0,False
1,6,35,231.0,False
1,6,36,1051.0,False
1,6,37,1051.0,False
1,6,38,1051.0,False
1,6,39,1051.0,False
1,6,40,1040.0,False
1,6,41,1051.0,False
1,6,42,1051.0,False
1,6,43,1051.0,False
1,6,44,231.0,False
1,6,45,633.0,False
1,6,46,1320.0,False
1,6,47,626.0,False
1,6,48,1051.0,False
1,6,49,1043.0,False
1,6,50,1051.0,False
1,6,51,632.0,False
1,6,52,1051.0,False
1,6,53,1051.0,False
1,6,54,626.0,False
1,6,55,1009.0,False
1,6,56,1051.0,False
1,6,57,1038.0,False
1,6,58,736.0,False
1,6,59,635.0,False
1,6,60,1051.0,False
1,6,61,1051.0,False
1,6,62,626.0,False
1,6,63,1051.0,False
1,6,64,636.0,False
1,6,65,1051.0,False
1,6,66,232.0,False
1,6,67,1040.0,False
1,6,68,1051.0,False
1,6,69,1051.0,False
1,6,70,1051.0,False
1,6,71,948.0,False
1,6,72,1051.0,False
1,6,73,231.0,False
1,6,74,1039.0,False
1,6,75,626.0,False
1,6,76,930.0,False
1,6,77,1029.0,False
1,6,78,231.0,False
1,6,79,628.0,False
1,6,80,1318.0,False
1,6,81,1037.0,False
1,6,82,987.0,False
1,6,83,1051.0,False
1,6,84,893.0,False
1,6,85,1039.0,False
1,6,86,1000.0,False
1,6,87,1037.0,False
1,6,88,971.0,False
1,6,89,1047.0,False
1,6,90,232.0,False
1,6,91,953.0,False
1,6,92,728.0,False
1,6,93,1039.0,False
1,6,94,1051.0,False
1,6,95,1051.0,False
1,6,96,633.0,False
1,6,97,1039.0,False
1,6,98,1051.0,False
1,6,99,1288.0,False
1,6,100,1051.0,False
1,7,1,1051.0,False
1,7,2,621.0,False
1,7,3,1039.0,False
1,7,4,1310.0,False
1,7,5,1039.0,False
1,7,6,1039.0,False
1,7,7,1039.0,False
1,7,8,443.0,False
1,7,9,1051.0,False
1,7,10,636.0,False
1,7,11,1037.0,False
1,7,12,632.0,False
1,7,13,1035.0,False
1,7,14,1051.0,False
1,7,15,1050.0,False
1,7,16,1324.0,False
1,7,17,1051.0,False
1,7,18,1017.0,False
1,7,19,1051.0,False
1,7,20,1051.0,False
1,7,21,231.0,False
1,7,22,637.0,False
1,7,23,1051.0,False
1,7,24,1045.0,False
1,7,25,1052.0,False
1,7,26,1324.0,False
1,7,27,1051.0,False
1,7,28,1032.0,False
1,7,29,1038.0,False
1,7,30,1324.0,False
1,7,31,1317.0,False
1,7,32,636.0,False
1,7,33,737.0,False
1,7,34,626.0,False
1,7,35,1051.0,False
1,7,36,231.0,False
1,7,37,1051.0,False
1,7,38,231.0,False
1,7,39,1051.0,False
1,7,40,1039.0,False
1,7,41,1052.0,False
1,7,42,231.0,False
1,7,43,1051.0,False
1,7,44,1039.0,False
1,7,45,234.0,False
1,7,46,1051.0,False
1,7,47,633.0,False
1,7,48,1051.0,False
1,7,49,1318.0,False
1,7,50,1032.0,False
1,7,51,1051.0,False
1,7,52,1320.0,False
1,7,53,636.0,False
1,7,54,1321.0,False
1,7,55,1051.0,False
1,7,56,1051.0,False
1,7,57,1051.0,False
1,7,58,1051.0,False
1,7,59,1051.0,False
1,7,60,1038.0,False
1,7,61,1001.0,False
1,7,62,1050.0,False
1,7,63,1051.0,False
1,7,64,1051.0,False
1,7,65,637.0,False
1,7,66,627.0,False
1,7,67,1320.0,False
1,7,68,1039.0,False
1,7,69,1044.0,False
1,7,70,240.0,False
1,7,71,1039.0,False
1,7,72,1050.0,False
1,7,73,1051.0,False
1,7,74,1037.0,False
1,7,75,738.0,False
1,7,76,1037.0,False
1,7,77,1039.0,False
1,7,78,975.0,False
1,7,79,1322.0,False
1,7,80,635.0,False
1,7,81,1051.0,False
1,7,82,1051.0,False
1,7,83,1051.0,False
1,7,84,1032.0,False
1,7,85,1318.0,False
1,7,86,1051.0,False
1,7,87,1051.0,False
1,7,88,1037.0,False
1,7,89,626.0,False
1,7,90,1318.0,False
1,7,91,1037.0,False
1,7,92,1320.0,False
1,7,93,1036.0,False
1,7,94,1051.0,False
1,7,95,1051.0,False
1,7,96,1051.0,False
1,7,97,1039.0,False
1,7,98,1037.0,False
1,7,99,1051.0,False
1,7,100,1037.0,False
1,8,1,231.0,False
1,8,2,231.0,False
1,8,3,231.0,False
1,8,4,231.0,False
1,8,5,231.0,False
1,8,6,231.0,False
1,8,7,231.0,False
1,8,8,231.0,False
1,8,9,1020.0,False
1,8,10,231.0,False
1,8,11,925.0,False
1,8,12,231.0,False
1,8,13,231.0,False
1,8,14,231.0,False
1,8,15,231.0,False
1,8,16,231.0,False
1,8,17,231.0,False
1,8,18,231.0,False
1,8,19,231.0,False
1,8,20,231.0,False
1,8,21,231.0,False
1,8,22,231.0,False
1,8,23,231.0,False
1,8,24,231.0,False
1,8,25,231.0,False
1,8,26,231.0,False
1,8,27,231.0,False
1,8,28,231.0,False
1,8,29,745.0,False
1,8,30,714.0,False
1,8,31,231.0,False
1,8,32,1027.0,False
1,8,33,231.0,False
1,8,34,231.0,False
1,8,35,231.0,False
1,8,36,231.0,False
1,8,37,231.0,False
1,8,38,231.0,False
1,8,39,231.0,False
1,8,40,231.0,False
1,8,41,1040.0,False
1,8,42,231.0,False
1,8,43,231.0,False
1,8,44,231.0,False
1,8,45,710.0,False
1,8,46,231.0,False
1,8,47,231.0,False
1,8,48,233.0,False
1,8,49,231.0,False
1,8,50,231.0,False
1,8,51,231.0,False
1,8,52,232.0,False
1,8,53,231.0,False
1,8,54,231.0,False
1,8,55,231.0,False
1,8,56,231.0,False
1,8,57,1033.0,False
1,8,58,231.0,False
1,8,59,231.0,False
1,8,60,231.0,False
1,8,61,231.0,False
1,8,62,231.0,False
1,8,63,231.0,False
1,8,64,231.0,False
1,8,65,231.0,False
1,8,66,231.0,False
1,8,67,235.0,False
1,8,68,231.0,False
1,8,69,231.0,False
1,8,70,231.0,False
1,8,71,635.0,False
1,8,72,231.0,False
1,8,73,231.0,False
1,8,74,614.0,False
1,8,75,231.0,False
1,8,76,231.0,False
1,8,77,636.0,False
1,8,78,231.0,False
1,8,79,231.0,False
1,8,80,231.0,False
1,8,81,741.0,False
1,8,82,231.0,False
1,8,83,1038.0,False
1,8,84,231.0,False
1,8,85,230.0,False
1,8,86,231.0,False
1,8,87,231.0,False
1,8,88,1007.0,False
1,8,89,718.0,False
1,8,90,231.0,False
1,8,91,231.0,False
1,8,92,231.0,False
1,8,93,231.0,False
1,8,94,1307.0,False
1,8,95,231.0,False
1,8,96,231.0,False
1,8,97,231.0,False
1,8,98,231.0,False
1,8,99,716.0,False
1,8,100,231.0,False
1,9,1,723.0,False
1,9,2,231.0,False
1,9,3,231.0,False
1,9,4,1036.0,False
1,9,5,231.0,False
1,9,6,614.0,False
1,9,7,632.0,False
1,9,8,231.0,False
1,9,9,231.0,False
1,9,10,231.0,False
1,9,11,231.0,False
1,9,12,231.0,False
1,9,13,231.0,False
1,9,14,231.0,False
1,9,15,230.0,False
1,9,16,231.0,False
1,9,17,231.0,False
1,9,18,231.0,False
1,9,19,636.0,False
1,9,20,231.0,False
1,9,21,231.0,False
1,9,22,231.0,False
1,9,23,231.0,False
1,9,24,231.0,False
1,9,25,628.0,False
1,9,26,231.0,False
1,9,27,632.0,False
1,9,28,231.0,False
1,9,29,231.0,False
1,9,30,231.0,False
1,9,31,231.0,False
1,9,32,231.0,False
1,9,33,231.0,False
1,9,34,233.0,False
1,9,35,235.0,False
1,9,36,231.0,False
1,9,37,633.0,False
1,9,38,231.0,False
1,9,39,632.0,False
1,9,40,231.0,False
1,9,41,231.0,False
1,9,42,231.0,False
1,9,43,231.0,False
1,9,44,231.0,False
1,9,45,231.0,False
1,9,46,707.0,False
1,9,47,231.0,False
1,9,48,235.0,False
1,9,49,233.0,False
1,9,50,231.0,False
1,9,51,1034.0,False
1,9,52,231.0,False
1,9,53,231.0,False
1,9,54,231.0,False
1,9,55,231.0,False
1,9,56,614.0,False
1,9,57,231.0,False
1,9,58,231.0,False
1,9,59,231.0,False
1,9,60,231.0,False
1,9,61,233.0,False
1,9,62,231.0,False
1,9,63,231.0,False
1,9,64,231.0,False
1,9,65,231.0,False
1,9,66,231.0,False
1,9,67,231.0,False
1,9,68,230.0,False
1,9,69,234.0,False
1,9,70,231.0,False
1,9,71,231.0,False
1,9,72,231.0,False
1,9,73,231.0,False
1,9,74,231.0,False
1,9,75,231.0,False
1,9,76,234.0,False
1,9,77,231.0,False
1,9,78,231.0,False
1,9,79,231.0,False
1,9,80,231.0,False
1,9,81,231.0,False
1,9,82,231.0,False
1,9,83,231.0,False
1,9,84,232.0,False
1,9,85,231.0,False
1,9,86,231.0,False
1,9,87,636.0,False
1,9,88,231.0,False
1,9,89,231.0,False
1,9,90,231.0,False
1,9,91,231.0,False
1,9,92,231.0,False
1,9,93,231.0,False
1,9,94,231.0,False
1,9,95,231.0,False
1,9,96,633.0,False
1,9,97,231.0,False
1,9,98,231.0,False
1,9,99,231.0,False
1,9,100,231.0,False
1,10,1,231.0,False
1,10,2,231.0,False
1,10,3,231.0,False
1,10,4,231.0,False
1,10,5,231.0,False
1,10,6,231.0,False
1,10,7,636.0,False
1,10,8,231.0,False
1,10,9,231.0,False
1,10,10,230.0,False
1,10,11,231.0,False
1,10,12,231.0,False
1,10,13,231.0,False
1,10,14,231.0,False
1,10,15,231.0,False
1,10,16,231.0,False
1,10,17,231.0,False
1,10,18,231.0,False
1,10,19,231.0,False
1,10,20,231.0,False
1,10,21,231.0,False
1,10,22,231.0,False
1,10,23,231.0,False
1,10,24,231.0,False
1,10,25,231.0,False
1,10,26,231.0,False
1,10,27,231.0,False
1,10,28,231.0,False
1,10,29,240.0,False
1,10,30,231.0,False
1,10,31,231.0,False
1,10,32,231.0,False
1,10,33,230.0,False
1,10,34,230.0,False
1,10,35,231.0,False
1,10,36,231.0,False
1,10,37,230.0,False
1,10,38,231.0,False
1,10,39,231.0,False
1,10,40,231.0,False
1,10,41,231.0,False
1,10,42,231.0,False
1,10,43,231.0,False
1,10,44,231.0,False
1,10,45,231.0,False
1,10,46,231.0,False
1,10,47,234.0,False
1,10,48,231.0,False
1,10,49,231.0,False
1,10,50,231.0,False
1,10,51,231.0,False
1,10,52,231.0,False
1,10,53,628.0,False
1,10,54,231.0,False
1,10,55,233.0,False
1,10,56,230.0,False
1,10,57,231.0,False
1,10,58,231.0,False
1,10,59,231.0,False
1,10,60,231.0,False
1,10,61,231.0,False
1,10,62,614.0,False
1,10,63,231.0,False
1,10,64,231.0,False
1,10,65,231.0,False
1,10,66,231.0,False
1,10,67,231.0,False
1,10,68,231.0,False
1,10,69,230.0,False
1,10,70,231.0,False
1,10,71,231.0,False
1,10,72,231.0,False
1,10,73,230.0,False
1,10,74,231.0,False
1,10,75,231.0,False
1,10,76,231.0,False
1,10,77,230.0,False
1,10,78,231.0,False
1,10,79,632.0,False
1,10,80,231.0,False
1,10,81,231.0,False
1,10,82,231.0,False
1,10,83,1038.0,False
1,10,84,231.0,False
1,10,85,231.0,False
1,10,86,231.0,False
1,10,87,231.0,False
1,10,88,231.0,False
1,10,89,231.0,False
1,10,90,231.0,False
1,10,91,231.0,False
1,10,92,230.0,False
1,10,93,230.0,False
1,10,94,231.0,False
1,10,95,231.0,False
1,10,96,231.0,False
1,10,97,231.0,False
1,10,98,637.0,False
1,10,99,231.0,False
1,10,100,231.0,False
2,1,1,1041.0,False
2,1,2,1054.0,False
2,1,3,1321.0,False
2,1,4,636.0,False
2,1,5,1907.0,False
2,1,6,636.0,False
2,1,7,636.0,False
2,1,8,627.0,False
2,1,9,636.0,False
2,1,10,634.0,False
2,1,11,1882.0,False
2,1,12,1915.0,False
2,1,13,636.0,False
2,1,14,1294.0,False
2,1,15,1888.0,False
2,1,16,1054.0,False
2,1,17,1299.0,False
2,1,18,1332.0,False
2,1,19,628.0,False
2,1,20,636.0,False
2,1,21,1050.0,False
2,1,22,1053.0,False
2,1,23,636.0,False
2,1,24,1317.0,False
2,1,25,636.0,False
2,1,26,722.0,False
2,1,27,636.0,False
2,1,28,1322.0,False
2,1,29,791.0,False
2,1,30,1326.0,False
2,1,31,636.0,False
2,1,32,636.0,False
2,1,33,1887.0,False
2,1,34,1321.0,False
2,1,35,636.0,False
2,1,36,636.0,False
2,1,37,1323.0,False
2,1,38,1900.0,False
2,1,39,636.0,False
2,1,40,234.0,False
2,1,41,1040.0,False
2,1,42,1672.0,False
2,1,43,1542.0,False
2,1,44,236.0,False
2,1,45,632.0,False
2,1,46,636.0,False
2,1,47,1901.0,False
2,1,48,1317.0,False
2,1,49,1320.0,False
2,1,50,636.0,False
2,1,51,229.0,False
2,1,52,1898.0,False
2,1,53,1046.0,False
2,1,54,1030.0,False
2,1,55,636.0,False
2,1,56,773.0,False
2,1,57,1305.0,False
2,1,58,636.0,False
2,1,59,1323.0,False
2,1,60,636.0,False
2,1,61,1296.0,False
2,1,62,1332.0,False
2,1,63,1322.0,False
2,1,64,1285.0,False
2,1,65,1041.0,False
2,1,66,1045.0,False
2,1,67,636.0,False
2,1,68,1897.0,False
2,1,69,1053.0,False
2,1,70,1653.0,False
2,1,71,1656.0,False
2,1,72,1318.0,False
2,1,73,1562.0,False
2,1,74,625.0,False
2,1,75,636.0,False
2,1,76,1327.0,False
2,1,77,636.0,False
2,1,78,636.0,False
2,1,79,1309.0,False
2,1,80,632.0,False
2,1,81,636.0,False
2,1,82,743.0,False
2,1,83,1309.0,False
2,1,84,1321.0,False
2,1,85,1689.0,False
2,1,86,1327.0,False
2,1,87,1326.0,False
2,1,88,624.0,False
2,1,89,1327.0,False
2,1,90,1906.0,False
2,1,91,1316.0,False
2,1,92,756.0,False
2,1,93,815.0,False
2,1,94,636.0,False
2,1,95,1330.0,False
2,1,96,1047.0,False
2,1,97,233.0,False
2,1,98,233.0,False
2,1,99,1895.0,False
2,1,100,722.0,False
2,2,1,231.0,False
2,2,2,231.0,False
2,2,3,232.0,False
2,2,4,628.0,False
2,2,5,231.0,False
2,2,6,231.0,False
2,2,7,231.0,False
2,2,8,992.0,False
2,2,9,230.0,False
2,2,10,231.0,False
2,2,11,1039.0,False
2,2,12,635.0,False
2,2,13,231.0,False
2,2,14,231.0,False
2,2,15,230.0,False
2,2,16,231.0,False
2,2,17,231.0,False
2,2,18,231.0,False
2,2,19,231.0,False
2,2,20,635.0,False
2,2,21,231.0,False
2,2,22,231.0,False
2,2,23,231.0,False
2,2,24,231.0,False
