run,model,step,reward,flag
2,1,62,432.0,False
2,1,63,620.0,False
2,1,64,275.0,False
2,1,65,241.0,False
2,1,66,257.0,False
2,1,67,449.0,False
2,1,68,730.0,False
2,1,69,275.0,False
2,1,70,258.0,False
2,1,71,276.0,False
2,1,72,995.0,False
2,1,73,240.0,False
2,1,74,258.0,False
2,1,75,264.0,False
2,1,76,258.0,False
2,1,77,273.0,False
2,1,78,258.0,False
2,1,79,258.0,False
2,1,80,258.0,False
2,1,81,822.0,False
2,1,82,819.0,False
2,1,83,452.0,False
2,1,84,269.0,False
2,1,85,448.0,False
2,1,86,278.0,False
2,1,87,958.0,False
2,1,88,263.0,False
2,1,89,1362.0,False
2,1,90,264.0,False
2,1,91,256.0,False
2,1,92,259.0,False
2,1,93,259.0,False
2,1,94,834.0,False
2,1,95,392.0,False
2,1,96,275.0,False
2,1,97,722.0,False
2,1,98,241.0,False
2,1,99,274.0,False
2,1,100,275.0,False
2,2,1,263.0,False
2,2,2,263.0,False
2,2,3,440.0,False
2,2,4,240.0,False
2,2,5,258.0,False
2,2,6,258.0,False
2,2,7,258.0,False
2,2,8,364.0,False
2,2,9,258.0,False
2,2,10,430.0,False
2,2,11,267.0,False
2,2,12,445.0,False
2,2,13,440.0,False
2,2,14,257.0,False
2,2,15,270.0,False
2,2,16,241.0,False
2,2,17,257.0,False
2,2,18,792.0,False
2,2,19,264.0,False
2,2,20,257.0,False
2,2,21,75.0,False
2,2,22,258.0,False
2,2,23,258.0,False
2,2,24,258.0,False
2,2,25,75.0,False
2,2,26,258.0,False
2,2,27,258.0,False
2,2,28,241.0,False
2,2,29,241.0,False
2,2,30,385.0,False
2,2,31,440.0,False
2,2,32,257.0,False
2,2,33,241.0,False
2,2,34,259.0,False
2,2,35,258.0,False
2,2,36,364.0,False
2,2,37,259.0,False
2,2,38,364.0,False
2,2,39,439.0,False
2,2,40,453.0,False
2,2,41,259.0,False
2,2,42,447.0,False
2,2,43,241.0,False
2,2,44,240.0,False
2,2,45,258.0,False
2,2,46,440.0,False
2,2,47,264.0,False
2,2,48,392.0,False
2,2,49,393.0,False
2,2,50,258.0,False
2,2,51,258.0,False
2,2,52,258.0,False
2,2,53,259.0,False
2,2,54,399.0,False
2,2,55,258.0,False
2,2,56,435.0,False
2,2,57,257.0,False
2,2,58,257.0,False
2,2,59,257.0,False
2,2,60,258.0,False
2,2,61,258.0,False
