1,0,1,248.0,False
1,0,2,626.0,False
1,0,3,608.0,False
1,0,4,238.0,False
1,0,5,231.0,False
1,0,6,231.0,False
1,0,7,244.0,False
1,0,8,244.0,False
1,0,9,231.0,False
1,0,10,244.0,False
1,0,11,232.0,False
1,0,12,763.0,False
1,0,13,230.0,False
1,0,14,626.0,False
1,0,15,1042.0,False
1,0,16,244.0,False
1,0,17,732.0,False
1,0,18,810.0,False
1,0,19,226.0,False
1,0,20,232.0,False
1,0,21,600.0,False
1,0,22,1038.0,False
1,0,23,759.0,False
1,0,24,620.0,False
1,0,25,231.0,False
1,0,26,1034.0,False
1,0,27,611.0,False
1,0,28,610.0,False
1,0,29,234.0,False
1,0,30,244.0,False
1,0,31,605.0,False
1,0,32,235.0,False
1,0,33,231.0,False
1,0,34,576.0,False
1,0,35,235.0,False
1,0,36,1337.0,False
1,0,37,231.0,False
1,0,38,596.0,False
1,0,39,231.0,False
1,0,40,610.0,False
1,0,41,231.0,False
1,0,42,231.0,False
1,0,43,1294.0,False
1,0,44,803.0,False
1,0,45,231.0,False
1,0,46,237.0,False
1,0,47,602.0,False
1,0,48,231.0,False
1,0,49,1559.0,False
1,0,50,613.0,False
1,0,51,231.0,False
1,0,52,238.0,False
1,0,53,233.0,False
1,0,54,762.0,False
1,0,55,237.0,False
1,0,56,228.0,False
1,0,57,1402.0,False
1,0,58,245.0,False
1,0,59,231.0,False
1,0,60,231.0,False
1,0,61,233.0,False
1,0,62,230.0,False
1,0,63,227.0,False
1,0,64,1033.0,False
1,0,65,235.0,False
1,0,66,244.0,False
1,0,67,1292.0,False
1,0,68,597.0,False
1,0,69,231.0,False
1,0,70,1300.0,False
1,0,71,231.0,False
1,0,72,230.0,False
1,0,73,814.0,False
1,0,74,231.0,False
1,0,75,244.0,False
1,0,76,231.0,False
1,0,77,231.0,False
1,0,78,230.0,False
1,0,79,805.0,False
1,0,80,234.0,False
1,0,81,787.0,False
1,0,82,234.0,False
1,0,83,613.0,False
1,0,84,627.0,False
1,0,85,235.0,False
1,0,86,1036.0,False
1,0,87,628.0,False
1,0,88,231.0,False
1,0,89,233.0,False
1,0,90,629.0,False
1,0,91,620.0,False
1,0,92,805.0,False
1,0,93,238.0,False
1,0,94,1042.0,False
1,0,95,608.0,False
1,0,96,618.0,False
1,0,97,233.0,False
1,0,98,598.0,False
1,0,99,608.0,False
1,0,100,231.0,False
1,1,1,595.0,False
1,1,2,244.0,False
1,1,3,595.0,False
1,1,4,623.0,False
1,1,5,637.0,False
1,1,6,729.0,False
1,1,7,631.0,False
1,1,8,1040.0,False
1,1,9,635.0,False
1,1,10,627.0,False
1,1,11,580.0,False
1,1,12,231.0,False
1,1,13,225.0,False
1,1,14,1044.0,False
1,1,15,231.0,False
1,1,16,748.0,False
1,1,17,231.0,False
1,1,18,705.0,False
1,1,19,231.0,False
1,1,20,231.0,False
1,1,21,615.0,False
1,1,22,236.0,False
1,1,23,231.0,False
1,1,24,230.0,False
1,1,25,231.0,False
1,1,26,232.0,False
1,1,27,235.0,False
1,1,28,231.0,False
1,1,29,226.0,False
1,1,30,235.0,False
1,1,31,741.0,False
1,1,32,235.0,False
1,1,33,231.0,False
1,1,34,230.0,False
1,1,35,604.0,False
1,1,36,244.0,False
1,1,37,230.0,False
1,1,38,570.0,False
1,1,39,238.0,False
1,1,40,220.0,False
1,1,41,230.0,False
1,1,42,244.0,False
1,1,43,1310.0,False
1,1,44,230.0,False
1,1,45,1018.0,False
1,1,46,239.0,False
1,1,47,1019.0,False
1,1,48,615.0,False
1,1,49,231.0,False
1,1,50,232.0,False
1,1,51,230.0,False
1,1,52,230.0,False
1,1,53,634.0,False
1,1,54,244.0,False
1,1,55,233.0,False
1,1,56,1038.0,False
1,1,57,247.0,False
1,1,58,237.0,False
1,1,59,237.0,False
1,1,60,743.0,False
1,1,61,231.0,False
1,1,62,1311.0,False
1,1,63,237.0,False
1,1,64,626.0,False
1,1,65,231.0,False
1,1,66,236.0,False
1,1,67,600.0,False
1,1,68,230.0,False
1,1,69,240.0,False
1,1,70,244.0,False
1,1,71,231.0,False
1,1,72,243.0,False
1,1,73,627.0,False
1,1,74,606.0,False
1,1,75,234.0,False
1,1,76,1037.0,False
1,1,77,228.0,False
1,1,78,248.0,False
1,1,79,1027.0,False
1,1,80,231.0,False
1,1,81,235.0,False
1,1,82,233.0,False
1,1,83,225.0,False
1,1,84,244.0,False
1,1,85,1411.0,False
1,1,86,243.0,False
1,1,87,231.0,False
1,1,88,235.0,False
1,1,89,235.0,False
1,1,90,244.0,False
1,1,91,613.0,False
1,1,92,637.0,False
1,1,93,756.0,False
1,1,94,231.0,False
1,1,95,618.0,False
1,1,96,230.0,False
1,1,97,631.0,False
1,1,98,231.0,False
1,1,99,606.0,False
1,1,100,1051.0,False
1,2,1,235.0,False
1,2,2,615.0,False
1,2,3,599.0,False
1,2,4,580.0,False
1,2,5,235.0,False
1,2,6,231.0,False
1,2,7,243.0,False
1,2,8,237.0,False
1,2,9,235.0,False
1,2,10,632.0,False
1,2,11,620.0,False
1,2,12,231.0,False
1,2,13,1043.0,False
1,2,14,231.0,False
1,2,15,776.0,False
1,2,16,1042.0,False
1,2,17,230.0,False
1,2,18,231.0,False
1,2,19,600.0,False
1,2,20,1319.0,False
1,2,21,621.0,False
1,2,22,599.0,False
1,2,23,1295.0,False
1,2,24,1029.0,False
1,2,25,240.0,False
1,2,26,231.0,False
1,2,27,238.0,False
1,2,28,231.0,False
1,2,29,1028.0,False
1,2,30,244.0,False
1,2,31,231.0,False
1,2,32,613.0,False
1,2,33,244.0,False
1,2,34,231.0,False
1,2,35,605.0,False
1,2,36,231.0,False
1,2,37,234.0,False
1,2,38,230.0,False
1,2,39,237.0,False
1,2,40,233.0,False
1,2,41,231.0,False
1,2,42,1316.0,False
1,2,43,1041.0,False
1,2,44,639.0,False
1,2,45,230.0,False
1,2,46,601.0,False
1,2,47,222.0,False
1,2,48,231.0,False
1,2,49,231.0,False
1,2,50,613.0,False
1,2,51,1024.0,False
1,2,52,629.0,False
1,2,53,231.0,False
1,2,54,233.0,False
1,2,55,244.0,False
1,2,56,233.0,False
1,2,57,231.0,False
1,2,58,231.0,False
1,2,59,755.0,False
1,2,60,1307.0,False
1,2,61,239.0,False
1,2,62,240.0,False
1,2,63,620.0,False
1,2,64,240.0,False
1,2,65,230.0,False
1,2,66,231.0,False
1,2,67,1034.0,False
1,2,68,235.0,False
1,2,69,242.0,False
1,2,70,767.0,False
1,2,71,735.0,False
1,2,72,235.0,False
1,2,73,231.0,False
1,2,74,629.0,False
1,2,75,590.0,False
1,2,76,1041.0,False
1,2,77,233.0,False
1,2,78,237.0,False
1,2,79,231.0,False
1,2,80,241.0,False
1,2,81,622.0,False
1,2,82,233.0,False
1,2,83,589.0,False
1,2,84,244.0,False
1,2,85,235.0,False
1,2,86,238.0,False
1,2,87,230.0,False
1,2,88,237.0,False
1,2,89,1325.0,False
1,2,90,231.0,False
1,2,91,628.0,False
1,2,92,231.0,False
1,2,93,621.0,False
1,2,94,230.0,False
1,2,95,219.0,False
1,2,96,608.0,False
1,2,97,610.0,False
1,2,98,247.0,False
1,2,99,230.0,False
1,2,100,244.0,False
1,3,1,241.0,False
1,3,2,1008.0,False
1,3,3,231.0,False
1,3,4,805.0,False
1,3,5,588.0,False
1,3,6,603.0,False
1,3,7,622.0,False
1,3,8,617.0,False
1,3,9,231.0,False
1,3,10,236.0,False
1,3,11,243.0,False
1,3,12,593.0,False
1,3,13,717.0,False
1,3,14,728.0,False
1,3,15,1023.0,False
1,3,16,231.0,False
1,3,17,231.0,False
1,3,18,633.0,False
1,3,19,1045.0,False
1,3,20,247.0,False
1,3,21,626.0,False
1,3,22,622.0,False
1,3,23,244.0,False
1,3,24,230.0,False
1,3,25,240.0,False
1,3,26,231.0,False
1,3,27,235.0,False
1,3,28,231.0,False
1,3,29,231.0,False
1,3,30,244.0,False
1,3,31,617.0,False
1,3,32,603.0,False
1,3,33,234.0,False
1,3,34,231.0,False
1,3,35,621.0,False
1,3,36,231.0,False
1,3,37,237.0,False
1,3,38,239.0,False
1,3,39,226.0,False
1,3,40,723.0,False
1,3,41,235.0,False
1,3,42,1314.0,False
1,3,43,231.0,False
1,3,44,620.0,False
1,3,45,244.0,False
1,3,46,236.0,False
1,3,47,605.0,False
1,3,48,637.0,False
1,3,49,242.0,False
1,3,50,232.0,False
1,3,51,230.0,False
1,3,52,231.0,False
1,3,53,622.0,False
1,3,54,234.0,False
1,3,55,596.0,False
1,3,56,1310.0,False
1,3,57,604.0,False
1,3,58,235.0,False
1,3,59,248.0,False
1,3,60,594.0,False
1,3,61,250.0,False
1,3,62,231.0,False
1,3,63,617.0,False
1,3,64,234.0,False
1,3,65,233.0,False
1,3,66,626.0,False
1,3,67,230.0,False
