run,episode,reward,flag
2,63,3039.0,True
2,64,1930.0,False
2,65,1930.0,False
2,66,1351.0,False
2,67,1930.0,False
2,68,1708.0,False
2,69,267.0,False
2,70,654.0,False
2,71,1704.0,False
2,72,818.0,False
2,73,443.0,False
2,74,1704.0,False
2,75,1930.0,False
2,76,1052.0,False
2,77,798.0,False
2,78,3010.0,True
2,79,1930.0,False
2,80,1703.0,False
2,81,1930.0,False
2,82,1925.0,False
2,83,726.0,False
2,84,1352.0,False
2,85,1705.0,False
2,86,1351.0,False
2,87,817.0,False
2,88,1930.0,False
2,89,1351.0,False
2,90,3060.0,True
2,91,1439.0,False
2,92,1930.0,False
2,93,1704.0,False
2,94,1061.0,False
2,95,654.0,False
2,96,1930.0,False
2,97,1930.0,False
2,98,1705.0,False
2,99,816.0,False
2,100,1703.0,False
3,1,1061.0,False
3,2,3053.0,True
3,3,1930.0,False
3,4,1930.0,False
3,5,1930.0,False
3,6,1930.0,False
3,7,1930.0,False
3,8,1930.0,False
3,9,1930.0,False
3,10,3057.0,True
3,11,1930.0,False
3,12,3037.0,True
3,13,1713.0,False
3,14,1930.0,False
3,15,1930.0,False
3,16,651.0,False
3,17,1927.0,False
3,18,797.0,False
3,19,1930.0,False
3,20,1928.0,False
3,21,1930.0,False
3,22,1345.0,False
3,23,1930.0,False
3,24,1930.0,False
3,25,1930.0,False
3,26,819.0,False
3,27,1704.0,False
3,28,1928.0,False
3,29,1930.0,False
3,30,1930.0,False
3,31,1930.0,False
3,32,1930.0,False
3,33,1930.0,False
3,34,1930.0,False
3,35,1930.0,False
3,36,1930.0,False
3,37,3017.0,True
3,38,1705.0,False
3,39,1930.0,False
3,40,1710.0,False
3,41,818.0,False
3,42,799.0,False
3,43,1930.0,False
3,44,1930.0,False
3,45,1704.0,False
3,46,1349.0,False
3,47,1704.0,False
3,48,1386.0,False
3,49,1930.0,False
3,50,1930.0,False
3,51,819.0,False
3,52,1930.0,False
3,53,1930.0,False
3,54,1438.0,False
3,55,654.0,False
3,56,1061.0,False
3,57,610.0,False
3,58,1890.0,False
3,59,1930.0,False
3,60,1930.0,False
3,61,1163.0,False
3,62,818.0,False
3,63,1710.0,False
3,64,3002.0,True
3,65,819.0,False
3,66,1705.0,False
3,67,1930.0,False
3,68,1930.0,False
3,69,815.0,False
3,70,443.0,False
3,71,1929.0,False
3,72,3058.0,True
3,73,1351.0,False
3,74,1709.0,False
3,75,1930.0,False
3,76,1930.0,False
3,77,3061.0,True
3,78,1930.0,False
3,79,1351.0,False
3,80,1930.0,False
3,81,654.0,False
3,82,1704.0,False
3,83,1930.0,False
3,84,1930.0,False
3,85,1928.0,False
3,86,1060.0,False
3,87,250.0,False
3,88,1704.0,False
3,89,1930.0,False
3,90,1930.0,False
3,91,1930.0,False
3,92,3043.0,True
3,93,1930.0,False
3,94,1930.0,False
3,95,1930.0,False
3,96,818.0,False
3,97,3025.0,True
3,98,1865.0,False
3,99,818.0,False
3,100,1930.0,False
4,1,1704.0,False
4,2,1930.0,False
4,3,1930.0,False
4,4,3053.0,True
4,5,3057.0,True
4,6,3052.0,True
4,7,1051.0,False
4,8,1928.0,False
4,9,1929.0,False
4,10,1332.0,False
4,11,818.0,False
4,12,1052.0,False
4,13,1163.0,False
4,14,1930.0,False
4,15,3057.0,True
4,16,1930.0,False
4,17,1930.0,False
4,18,1930.0,False
4,19,654.0,False
4,20,1930.0,False
4,21,1708.0,False
4,22,1930.0,False
4,23,1930.0,False
4,24,1704.0,False
4,25,1351.0,False
4,26,1930.0,False
4,27,1343.0,False
4,28,1705.0,False
4,29,818.0,False
4,30,250.0,False
4,31,1052.0,False
4,32,1930.0,False
4,33,1931.0,False
4,34,1710.0,False
4,35,1930.0,False
4,36,1440.0,False
4,37,1705.0,False
4,38,1930.0,False
4,39,1232.0,False
4,40,590.0,False
4,41,817.0,False
4,42,818.0,False
4,43,1930.0,False
4,44,1930.0,False
4,45,1930.0,False
4,46,1930.0,False
4,47,1932.0,False
4,48,1930.0,False
4,49,1930.0,False
4,50,1930.0,False
4,51,818.0,False
4,52,1930.0,False
4,53,1061.0,False
4,54,443.0,False
4,55,3060.0,True
4,56,1348.0,False
4,57,1930.0,False
4,58,1930.0,False
4,59,1343.0,False
4,60,2363.0,False
4,61,818.0,False
4,62,1930.0,False
4,63,2339.0,False
4,64,1351.0,False
4,65,1930.0,False
4,66,778.0,False
4,67,443.0,False
4,68,1704.0,False
4,69,1930.0,False
4,70,1704.0,False
4,71,1930.0,False
4,72,1930.0,False
4,73,1353.0,False
4,74,1865.0,False
4,75,3061.0,True
4,76,818.0,False
4,77,1930.0,False
4,78,1930.0,False
4,79,1930.0,False
4,80,1930.0,False
4,81,1704.0,False
4,82,1348.0,False
4,83,1928.0,False
4,84,1930.0,False
4,85,1061.0,False
4,86,1930.0,False
4,87,1771.0,False
4,88,1440.0,False
4,89,1933.0,False
4,90,1704.0,False
4,91,3028.0,True
4,92,3051.0,True
4,93,1346.0,False
4,94,654.0,False
4,95,1060.0,False
4,96,1705.0,False
4,97,654.0,False
4,98,1440.0,False
4,99,1930.0,False
4,100,1291.0,False
5,1,1347.0,False
5,2,1771.0,False
5,3,1930.0,False
5,4,1061.0,False
5,5,1705.0,False
5,6,1930.0,False
5,7,1704.0,False
5,8,1708.0,False
5,9,1930.0,False
5,10,3053.0,True
5,11,1930.0,False
5,12,1344.0,False
5,13,1925.0,False
5,14,819.0,False
5,15,799.0,False
5,16,1705.0,False
5,17,1930.0,False
5,18,1930.0,False
5,19,250.0,False
5,20,3059.0,True
5,21,1705.0,False
5,22,1930.0,False
5,23,1930.0,False
5,24,1930.0,False
5,25,1930.0,False
5,26,1930.0,False
5,27,1155.0,False
5,28,1704.0,False
5,29,1930.0,False
5,30,1930.0,False
5,31,1930.0,False
5,32,1928.0,False
5,33,1930.0,False
5,34,818.0,False
5,35,1923.0,False
5,36,1930.0,False
5,37,1930.0,False
5,38,1930.0,False
5,39,1704.0,False
5,40,1930.0,False
5,41,1930.0,False
5,42,1930.0,False
5,43,1350.0,False
5,44,799.0,False
5,45,1930.0,False
5,46,1930.0,False
5,47,1587.0,False
5,48,1343.0,False
5,49,1930.0,False
5,50,1930.0,False
5,51,1930.0,False
5,52,819.0,False
5,53,2971.0,True
5,54,1930.0,False
5,55,1061.0,False
5,56,1704.0,False
5,57,1705.0,False
5,58,1705.0,False
5,59,818.0,False
5,60,1925.0,False
5,61,778.0,False
5,62,1708.0,False
5,63,1930.0,False
5,64,818.0,False
5,65,1930.0,False
5,66,1930.0,False
5,67,1930.0,False
5,68,1155.0,False
5,69,1930.0,False
5,70,1930.0,False
5,71,248.0,False
5,72,1352.0,False
5,73,1704.0,False
5,74,1930.0,False
5,75,1930.0,False
5,76,1930.0,False
5,77,1930.0,False
5,78,1930.0,False
5,79,1930.0,False
5,80,3050.0,True
5,81,1930.0,False
5,82,1925.0,False
5,83,1702.0,False
5,84,1930.0,False
5,85,250.0,False
5,86,1930.0,False
5,87,818.0,False
5,88,1930.0,False
5,89,1930.0,False
5,90,1930.0,False
5,91,1705.0,False
5,92,1440.0,False
5,93,1930.0,False
5,94,1704.0,False
5,95,1928.0,False
5,96,1331.0,False
5,97,1930.0,False
5,98,1930.0,False
5,99,2638.0,False
5,100,1930.0,False
